크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
2021년 4월 14일,본오동,교촌치킨-사동2호점,ho**님,2021년 4월 14일,교촌허니오리지날/1,맛있어요~~~~~~~~~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 4월 11일,본오동,교촌치킨-사동2호점,dh**님,2021년 4월 11일,"교촌레드콤보/1(사이드 메뉴(교촌웨지감자（세트）,교촌순살[S]（간장）))",배달30분만에 왔어요 완전 대박,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 4월 11일,본오동,교촌치킨-사동2호점,kw**님,2021년 4월 11일,교촌허니콤보/1,맛있게 잘먹었습니다소스가 너무 조금 발려있었어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2ffa13f69f44680e4cde0337e7ed24cb_tn.jpg
2021년 4월 9일,본오동,교촌치킨-사동2호점,mm**님,2021년 4월 9일,교촌허니콤보/1,맛나게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 4월 4일,본오동,교촌치킨-사동2호점,ho**님,2021년 4월 4일,교촌반반콤보/1,윙봉 부활되서 맛나게 먹었어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fa07afa07d8c057147ff3bb154d08e13_tn.jpg
2021년 4월 3일,본오동,교촌치킨-사동2호점,so**님,2021년 4월 3일,"교촌레드윙/1,교촌반반오리지날/1",배달이 100분넘게 걸렸어요;-; 비오는 주말이라 그랬겠죠.. 기다리다 지쳐 바로 먹느라 사진은 없네요,4,4,3,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 4월 2일,본오동,교촌치킨-사동2호점,ly**님,2021년 4월 2일,교촌허니오리지날/1(디핑소스 추가(레드디핑소스)),오늘 짱 마싯어요 ~!~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/78b5eb2e4cadcc7f6113ad961772fd8b_tn.jpg
2021년 4월 2일,본오동,교촌치킨-사동2호점,js**님,2021년 4월 2일,"교촌콤보/1(사이드 메뉴(칩카사바),디핑소스 추가(레드디핑소스))",맛있어요 간도 맞고 더더더ㅓ더더더더다ㅏ번창하세여,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 4월 1일,본오동,교촌치킨-사동2호점,ks**님,2021년 4월 1일,"교촌허니순살[R]/1(사이드 메뉴(선택안함),디핑소스 추가(교촌무우))",교촌치킨 최강의 맛,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a3da88c2ba35161b327a258768d1499f_tn.jpg
2021년 3월 31일,본오동,교촌치킨-사동2호점,gu**님,2021년 3월 31일,교촌허니콤보/1(사이드 메뉴(선택안함)),항상맛있어요 맛있어용  교촌이맛있어요 배달이많아서 늦게오는것만빼면다좋아요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/f48bab34dcd0970d88dbaac2299760e4_tn.jpg
2021년 3월 30일,본오동,교촌치킨-사동2호점,sy**님,2021년 3월 30일,"교촌허니콤보/1,콜라（1.25L）사이즈업/1",맛있게 잘먹었습니당,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/65c90df049269fa70ffeb8485ffb5fea_tn.jpg
2021년 3월 29일,본오동,교촌치킨-사동2호점,bo**님,2021년 3월 29일,"교촌레드윙/1,레드디핑소스/1,교촌무우/2",배달도 빠르고오늘은 맴콤한게땡겼는데 맛있어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 28일,본오동,교촌치킨-사동2호점,ks**님,2021년 3월 28일,허니오리지날＋레드오리지날/1,교촌은 진리입니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4aacdf53fb10ba4ce8fd2ce23b64a54d_tn.jpg
2021년 3월 28일,본오동,교촌치킨-사동2호점,bb**님,2021년 3월 28일,교촌반반콤보/1(사이드 메뉴(칩카사바)),뭐 말이필요없는 메뉴죠 ㅎㅎ넘 맛있게 잘먹었구요서비스로주신 웨지감자 잘 먹었습니다^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/22b51e9fb253ce0fb9f50a4b435d7cac_tn.jpg
2021년 3월 27일,본오동,교촌치킨-사동2호점,yo**님,2021년 3월 27일,레허반반순살＋칠리포테이토/1,배달이 넘오래걸려요~~ㅠ,3,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 27일,본오동,교촌치킨-사동2호점,yu**님,2021년 3월 27일,리얼후라이드＋고르곤치즈볼/1,맛있게 잘먹었습니다~*,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ba5c2cedd421a6e4963374a34a3cd0c0_tn.jpg
2021년 3월 27일,본오동,교촌치킨-사동2호점,   손님,2021년 3월 27일,교촌윙/1(사이드 메뉴(선택안함)),늦은시간주문했는데빠르게와서 잘먹었어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 27일,본오동,교촌치킨-사동2호점,dn**님,2021년 3월 27일,교촌반반콤보/1(디핑소스 추가(교촌스위트칠리소스)),맛있게먹었습니다~~,4,5,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/eb5e995ee060b360e0227ade73b9c896_tn.jpg
2021년 3월 27일,본오동,교촌치킨-사동2호점,kj**님,2021년 3월 27일,교촌오리지날/1,항상 맛있습니다........,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 25일,본오동,교촌치킨-사동2호점,02**님,2021년 3월 25일,교촌허니순살[R]/1,허니순살을 시켰는데진심으로 허니가 아니라 오리지날 맛이 나네요물로 입을행구고 먹어봐도 단맛보다는 간장 맛만 나네요튀김도 너무 빠짝 익어서 튀김옷의 바삭함이 살에서도 느껴집니다.먹다가 잘못왔나해서 전화문의 드리니 주문데로 왔다고하시고 다시 보네주신다고 하시는거 그냥 먹겠다고했는데 진짜 요번치킨은 예전에 먹던거에 비해 별로 입니다사장님이 신경써주신다고 하니 나중에 또 시켜 먹을 껀데그때는 달콤하고 맛있게 부탁 드립니다,1,3,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ca4a6ab342860498104362d985e8fba3_tn.jpg
2021년 3월 25일,본오동,교촌치킨-사동2호점,ye**님,2021년 3월 25일,교촌치즈트러플순살/1(사이드 메뉴(선택안함)),치킨맛이 하나도 안나고이상햔 향이랑 맛이 나네요역한 치즈향과 짠맛만나요새로 나온 치킨이라 시켜 봤는데정말 맛없는 맛입니다,1,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/0ddf0eef68d0610e4a0ecc5dcb70faa2_tn.jpg
2021년 3월 25일,본오동,교촌치킨-사동2호점,fa**님,2021년 3월 25일,교촌시그니처순살세트/1(사이드 메뉴(선택안함)),이맛이지역시교촌ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/23c93b7564a806e526c400d11dc5f691_tn.jpg
2021년 3월 23일,본오동,교촌치킨-사동2호점,ki**님,2021년 3월 23일,교촌반반콤보/1(사이드 메뉴(쫀드칸꽈배기（콘치즈）)),예전이랑 맛이 많이 달라져서 아쉬웠어요,2,1,1,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 22일,본오동,교촌치킨-사동2호점,ks**님,2021년 3월 22일,"교촌반반콤보/1(사이드 메뉴(교촌웨지감자（세트）)),콜라（1.25L）사이즈업/1",맛있어요. 짱짱짱짱,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 22일,본오동,교촌치킨-사동2호점,ns**님,2021년 3월 22일,교촌반반콤보/1(사이드 메뉴(선택안함)),이힝 이게 치킨이다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b2d595e9bb90fe9c6e61f601236883ca_tn.jpg
2021년 3월 21일,본오동,교촌치킨-사동2호점,yu**님,2021년 3월 21일,교촌허니콤보/1(사이드 메뉴(선택안함)),너무맛있게 잘먹었어요~~ 배고파서 급하게먹느라..사진을 못찍었네요 ㅠㅜ또 시킬게용,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 21일,본오동,교촌치킨-사동2호점,yo**님,2021년 3월 21일,교촌허니콤보/1(사이드 메뉴(선택안함)),맛잇게 잘 먹엇어요,5,5,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 21일,본오동,교촌치킨-사동2호점,eo**님,2021년 3월 21일,교촌레드콤보/1,배달이 늦게 왔어요.,5,3,2,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1b5d420b63a05f0c1b21591c182239de_tn.jpg
2021년 3월 20일,본오동,교촌치킨-사동2호점,gi**님,2021년 3월 20일,교촌허니콤보/1(사이드 메뉴(교촌퐁듀치즈볼)),맛 양은 그냥 그랬고요 배달이 겁나 느렸어요1시간 30분은 너무 심한거 아닌가요.. 실망,3,3,1,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 18일,본오동,교촌치킨-사동2호점,tn**님,2021년 3월 18일,교촌허니콤보/1(사이드 메뉴(교촌웨지감자（세트）)),깔끔하게 쇼핑백 배달 좋아요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/13b6895fd2df9433dfc992f5073604ab_tn.jpg
2021년 3월 14일,본오동,교촌치킨-사동2호점,fa**님,2021년 3월 14일,교촌시그니처순살세트/1(사이드 메뉴(선택안함)),최애치킨 늘맛있어용~~^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/546f2f528ba3cc32eb2d4b69fd2828c5_tn.jpg
2021년 3월 11일,본오동,교촌치킨-사동2호점,yh**님,2021년 3월 11일,교촌레드콤보/1(사이드 메뉴(쫀드칸꽈배기（콘치즈）)),맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/cca510b1cee7c71053bf10b44142284c_tn.jpg
2021년 3월 7일,본오동,교촌치킨-사동2호점,de**님,2021년 3월 7일,교촌레허반반순살/1(디핑소스 추가(교촌크림치즈소스)),맛있어요 배달도 빨라요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b01e3b13f261a066d8e115aba92c87ac_tn.jpg
2021년 3월 7일,본오동,교촌치킨-사동2호점,eo**님,2021년 3월 7일,교촌허니콤보/1,잘받았습니다~~^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e06139ef515d23383e688f5793501e20_tn.jpg
2021년 3월 7일,본오동,교촌치킨-사동2호점,eo**님,2021년 3월 7일,교촌허니콤보/1,잘받았습니다~~^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4696ed60affe4e829a7d518960ae7995_tn.jpg
2021년 3월 7일,본오동,교촌치킨-사동2호점,jy**님,2021년 3월 7일,교촌허니콤보/1,여기가 맛있어요~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4fb15d3ca8368ff65e1f9d354a39d4e4_tn.jpg
2021년 3월 7일,본오동,교촌치킨-사동2호점,wc**님,2021년 3월 7일,교촌콤보/1(사이드 메뉴(교촌궁중닭갈비볶음밥（간장맛）)),짱짱짱맛있어요 아이들이너무좋아해요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 7일,본오동,교촌치킨-사동2호점,mu**님,2021년 3월 7일,교촌시그니처세트/1(사이드 메뉴(선택안함)),맛있게 잘먹었어요~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/faa3e2343a9fd34d477aa354fdc167de_tn.jpg
2021년 3월 6일,본오동,교촌치킨-사동2호점,fi**님,2021년 3월 6일,교촌레드콤보/1,배달맨들 요즘엔 음식에 손 안대죠?,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/7cf6854b235209e1d586b86c9c0d8d37_tn.jpg
2021년 3월 6일,본오동,교촌치킨-사동2호점,dw**님,2021년 3월 6일,교촌허니순살[R]/1,금욜은 일찌감치 시켜야겠어요.ㅜ,5,5,3,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/0279eacd285acadc1635c0d74fa894a7_tn.jpg
2021년 3월 3일,본오동,교촌치킨-사동2호점,t5**님,2021년 3월 3일,"교촌반반오리지날/1(사이드 메뉴(교촌허니순살[S])),콜라（1.25L）사이즈업/1",맛있어요 뭐라말하겠어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 3월 2일,본오동,교촌치킨-사동2호점,hy**님,2021년 3월 2일,"교촌반반순살[R]/1(사이드 메뉴(선택안함),디핑소스 추가(레드디핑소스,교촌크림치즈소스)),콜라（1.25L）사이즈업/1",맛있어요~^^  바싹하구요. 근데 오늘 쪼오금 질겄어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 28일,본오동,교촌치킨-사동2호점,ha**님,2021년 2월 28일,교촌허니콤보/1,맛있게 잘 먹었습니다~~~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/71ca419968907b82f895bb11dcd0a813_tn.jpg
2021년 2월 27일,본오동,교촌치킨-사동2호점,cy**님,2021년 2월 27일,교촌레드순살[R]/1,적당히 맵고 맛있어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 26일,본오동,교촌치킨-사동2호점,ez**님,2021년 2월 26일,"교촌레드콤보/1,교촌허니콤보/1",아이들이 먹고 싶다고 해서 시켰어요.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/f29fe12cf79a571704f491f3b3fcf155_tn.jpg
2021년 2월 25일,본오동,교촌치킨-사동2호점,mh**님,2021년 2월 25일,교촌허니콤보/1(사이드 메뉴(교촌퐁듀치즈볼)),맛있어요 너무너무너무,5,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 25일,본오동,교촌치킨-사동2호점,he**님,2021년 2월 25일,레드오리지날＋교촌순살S/1,역시 교촌은 맛있다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 25일,본오동,교촌치킨-사동2호점,ss**님,2021년 2월 25일,교촌오리지날/1,맛있게 잘 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 25일,본오동,교촌치킨-사동2호점,fi**님,2021년 2월 25일,교촌허니콤보/1,이지점이 최고입니다 허니콤보 25~26조각요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 24일,본오동,교촌치킨-사동2호점,kj**님,2021년 2월 24일,교촌순살R＋콘치즈꽈배기/1,교촌순살 맛있게 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/533e569737b71ffe65e483da0c616e6a_tn.jpg
2021년 2월 24일,본오동,교촌치킨-사동2호점,ma**님,2021년 2월 24일,교촌허니콤보/1,순삭 ㅜㅜ. 넘 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ceda33cb171783499ad28306f9c47160_tn.jpg
2021년 2월 24일,본오동,교촌치킨-사동2호점,dm**님,2021년 2월 24일,교촌허니콤보/1(디핑소스 추가(하바네로마요소스)),와 하바네로소스랑 허니랑 완전 찰떡스♥,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 23일,본오동,교촌치킨-사동2호점,la**님,2021년 2월 23일,교촌레드콤보/1,따뜻하게 와서 맛있게 먹었어요교촌레드는 진리!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/91e73648d9ac9607ebdffb389dcc451d_tn.jpg
2021년 2월 23일,본오동,교촌치킨-사동2호점,wc**님,2021년 2월 23일,교촌콤보/1,맛있었어요 잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 23일,본오동,교촌치킨-사동2호점,fi**님,2021년 2월 23일,교촌허니콤보/1,최괴입니다 ㅎㅎㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 23일,본오동,교촌치킨-사동2호점,mu**님,2021년 2월 23일,교촌오리지날/1(사이드 메뉴(선택안함)),치킨은 교촌오리지널이 진리임.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c4ee662d29e3d5c0649cedccf288f834_tn.jpg
2021년 2월 22일,본오동,교촌치킨-사동2호점,86**님,2021년 2월 22일,교촌반반오리지날/1,맛있습니다 감사합니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 22일,본오동,교촌치킨-사동2호점,gu**님,2021년 2월 22일,교촌허니콤보/1(사이드 메뉴(선택안함)),배달이오래걸렸지만역시맛있어요배고플땐 항상못시켜요ㅋㅋㅋ맛나게잘먹었어요,5,5,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6fc76621296970b69344a908850223a6_tn.jpg
2021년 2월 22일,본오동,교촌치킨-사동2호점,ku**님,2021년 2월 22일,레허반반순살＋콘치즈꽈배기/1(사이드 메뉴(선택안함)),할인해서 시켜봣는데요. 양이 너무적었어요 ㅎ순살은 첨시켜서 이게한마리맞나 싶더라고요.다음번엔 주문안할듯. ㅎㅎ,5,1,2,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/cef885e805060b8dbc607249a232ded6_tn.jpg
2021년 2월 21일,본오동,교촌치킨-사동2호점,eg**님,2021년 2월 21일,"교촌허니콤보/1,콜라（1.25L）사이즈업/1",항상 맛있게 잘 먹고 있습니다~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 21일,본오동,교촌치킨-사동2호점,hm**님,2021년 2월 21일,교촌허니콤보/1,고소하고 넘 맛나요,4,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 20일,본오동,교촌치킨-사동2호점,22**님,2021년 2월 20일,교촌허니콤보/1(사이드 메뉴(선택안함)),지난번엔 바싹 튀겨져서 조금 별로였는데이번엔 진짜맛있게 촉촉하게 잘 튀겨져서 맛있었습니다^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ab472d95fe6c9ed727927b17071848ce_tn.jpg
2021년 2월 20일,본오동,교촌치킨-사동2호점,fe**님,2021년 2월 20일,교촌오리지날＋레드순살S/1(사이드 메뉴(선택안함)),괜찮았습니다.........,4,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 19일,본오동,교촌치킨-사동2호점,bo**님,2021년 2월 19일,"교촌레드오리지날/1,교촌무우/2",맛있어요 역시~^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 19일,본오동,교촌치킨-사동2호점,qk**님,2021년 2월 19일,교촌반반콤보/1,콤보가 단일메뉴보다 양이 적은느낌이네요 ㅠ 그래도 맛있게 잘먹었슴당,5,3,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/37db458e2be78d3d295086ed45caa664_tn.jpg
2021년 2월 19일,본오동,교촌치킨-사동2호점,go**님,2021년 2월 19일,교촌오리지날＋레드순살S/1(디핑소스 추가(교촌무우)),간장치킨 같지않은 치킨..,4,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 19일,본오동,교촌치킨-사동2호점,bb**님,2021년 2월 19일,교촌반반콤보/1(사이드 메뉴(선택안함)),배달 30분?만에 빨리와서  놀랐어요 ㅎ치킨은 두말할것없이 맛나요서비스인지 웨지감자 맛나게 먹었구요다만..대부분 속 뼈가 검네요 ㅠ신경 많이쓰여서 별 1개빼려다 말았어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/aece636b6201ab3bf2d4c608142e6c79_tn.jpg
2021년 2월 18일,본오동,교촌치킨-사동2호점,fa**님,2021년 2월 18일,"교촌허니순살[R]/1,교촌닭갈비볶음밥（매운맛）/1",최애치킨 너무나 늘만족합니다~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d362f147590b5d40b5519f81558e5f58_tn.jpg
2021년 2월 18일,본오동,교촌치킨-사동2호점,   손님,2021년 2월 18일,"교촌허니콤보/1,레드디핑소스/1",말해뭐햐~~~~역시 허니 최고입니다ㅠㅠㅠ여기 튀김이 진짜 맛집입니다.약간 그날그날 허니소스는 좀 묻는게 다르긴 한데 오늘은 최고였습니다ㅠㅠㅠㅠ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b968285d61a3b15f80a4644c7501097e_tn.jpg
2021년 2월 17일,본오동,교촌치킨-사동2호점,ss**님,2021년 2월 17일,교촌콤보/1,맛있게 잘 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 14일,본오동,교촌치킨-사동2호점,ho**님,2021년 2월 14일,교촌허니콤보/1,양념이  좀 적은듯했지만 잘먹었어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 13일,본오동,교촌치킨-사동2호점,hm**님,2021년 2월 13일,교촌허니콤보/1,고소하고 바삭하고 넘 맛나요.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 13일,본오동,교촌치킨-사동2호점,hm**님,2021년 2월 13일,교촌허니콤보/1,항상 바삭하고 고소하고 맛나요.,5,5,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 13일,본오동,교촌치킨-사동2호점,mu**님,2021년 2월 13일,교촌반반오리지날/1(사이드 메뉴(선택안함)),배달예상시간보다 빨리 왔습니다. 맛있었어요~!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/53209fa3131d22a9cdfe9833a125537f_tn.jpg
2021년 2월 13일,본오동,교촌치킨-사동2호점,ji**님,2021년 2월 13일,"교촌허니콤보/1,교촌반반콤보/1",맛나요~~ 마구마구 흡입했어용ㅋㅋㅋ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a99aeb5072e8ffacf565fe7d45653f42_tn.jpg
2021년 2월 13일,본오동,교촌치킨-사동2호점,ly**님,2021년 2월 13일,교촌허니콤보/1(사이드 메뉴(선택안함)),맛 있 어 요 ~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/13f243109471ee78882584803b7ce856_tn.jpg
2021년 2월 11일,본오동,교촌치킨-사동2호점,ji**님,2021년 2월 11일,교촌허니콤보/1,치킨 중에서 허니콤보가 제일 맛있고 양도 넉넉해요!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/f7691eddb78c81ff9bdf8f04bb79d36c_tn.jpg
2021년 2월 9일,본오동,교촌치킨-사동2호점,ls**님,2021년 2월 9일,교촌레허반반순살/1,진짜 맛있어요..콤보 시키려고 했는데 잘못선택해서 순살시켰지만 그래도 뻑뻑한살도 거의 없고 넘 잘먹었어요교촌은 여기 지점이 최고에요ㅜㅜ 레드가 좀 짜지만 허니가 안짜서 괜찮아요 번창하세요!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/31e827023dc6712980f693bc3f003c52_tn.jpg
2021년 2월 9일,본오동,교촌치킨-사동2호점,ru**님,2021년 2월 9일,교촌레드콤보/1,레드콤보는 항상 진리죠 최고봉!!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 7일,본오동,교촌치킨-사동2호점,ka**님,2021년 2월 7일,"교촌허니콤보/1,코카콜라（1.25L）/1",맛나게 잘 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 6일,본오동,교촌치킨-사동2호점,sj**님,2021년 2월 6일,"교촌허니콤보/1(사이드 메뉴(교촌웨지감자（세트）)),콜라（1.25L）사이즈업/1",금요일이라 배달은 늦어지만 맛있게 잘 먹었어요~~^^,5,5,1,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 6일,본오동,교촌치킨-사동2호점,   손님,2021년 2월 6일,교촌반반콤보/1(사이드 메뉴(선택안함)),배달도 빨랐고 맛있게 잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c934838d4a79673aca94ea817d9ec7bd_tn.jpg
2021년 2월 5일,본오동,교촌치킨-사동2호점,rb**님,2021년 2월 5일,"교촌레드콤보/1(사이드 메뉴(선택안함),디핑소스 추가(교촌무우))",오랜만에 시켜먹었는데 너무 맛있네요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 5일,본오동,교촌치킨-사동2호점,jy**님,2021년 2월 5일,"교촌반반순살[R]/1(사이드 메뉴(선택안함)),교촌살살치킨/1(사이드 메뉴(선택안함))",양도많고 맛있게 잘 먹었습니다^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 4일,본오동,교촌치킨-사동2호점,bo**님,2021년 2월 4일,"교촌레드오리지날/1(사이드 메뉴(교촌허니순살[S]),디핑소스 추가(교촌무우,레드디핑소스)),레드디핑소스/1,교촌무우/1",맛있어용 너무너무ㅋ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 3일,본오동,교촌치킨-사동2호점,ky**님,2021년 2월 3일,교촌반반오리지날/1,네 교촌은 항상 맛있어요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 2일,본오동,교촌치킨-사동2호점,je**님,2021년 2월 2일,교촌허니오리지날/1,배송빠르고 맛있네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c93a3644b6916f3f16fbdf8b358b6991_tn.jpg
2021년 2월 1일,본오동,교촌치킨-사동2호점,sk**님,2021년 2월 1일,교촌오리지날/1(디핑소스 추가(교촌무우)),"......,.,,",3,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 1일,본오동,교촌치킨-사동2호점,hy**님,2021년 2월 1일,"레허반반순살＋고르곤치즈볼/1(디핑소스 추가(레드디핑소스,교촌크림치즈소스))",레허는 역시 늘 맛있어요. ^^,5,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 2월 1일,본오동,교촌치킨-사동2호점,   손님,2021년 2월 1일,반반순살＋고르곤치즈볼/1,돼지 껍데기를 시킨것도 아닌데뭔 치킨이 살은없고껍질만 있네요두번다시 주문안합니다우리 아파트 7000천 세대가 넘는데소문 낼래요 ㅡㅡ,1,1,1,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 1월 31일,본오동,교촌치킨-사동2호점,ne**님,2021년 1월 31일,교촌허니오리지날/1(사이드 메뉴(교촌궁중닭갈비볶음밥（간장맛）)),항상 맛있게 먹고있어요ㅎ볶음밥도 너무 맛있더라구요ㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 1월 31일,본오동,교촌치킨-사동2호점,kk**님,2021년 1월 31일,교촌허니콤보/1,늘 맛있어요~ 자꾸 생각나요~,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 1월 30일,본오동,교촌치킨-사동2호점,fi**님,2021년 1월 30일,교촌레드콤보/1,머 바빠서 요청사항 놓친건 그렇다 치고70분 기다렸다가 받앗는데주문이 밀렸나 싶었나 기다렸죠근데 음식이라도 따뜻하게가져다 주던가ㅋㅋㅋ차로 5분 거리인데 다 식어서 온거보니한명이 여럿돌다 왓나봐요?  여기 배달대행도 안쓰는거 뻔히 아는데아참 어차피 여기 사장님 리뷰도 안볼텐데 괜히 썼나 싶네,1,1,1,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/92033091a59b2abf948d97b04afced61_tn.jpg
